seed,round,index,a,b,kind,winner,ticks,timeout,survivors_a,survivors_b
1,1,0,0,-1,2,0,49,0,3,0
1,1,1,1,-1,2,0,40,0,4,0
1,1,2,2,-1,2,0,44,0,3,0
1,1,3,3,-1,2,0,40,0,4,0
1,1,4,4,-1,2,0,44,0,3,0
1,1,5,5,-1,2,0,58,0,4,0
1,1,6,6,-1,2,0,53,0,3,0
1,1,7,7,-1,2,0,44,0,3,0
1,2,0,0,-1,2,0,93,0,4,0
1,2,1,1,-1,2,0,124,0,4,0
1,2,2,2,-1,2,0,85,0,4,0
1,2,3,3,-1,2,0,46,0,4,0
1,2,4,4,-1,2,0,85,0,4,0
1,2,5,5,-1,2,0,108,0,4,0
1,2,6,6,-1,2,0,72,0,4,0
1,2,7,7,-1,2,0,102,0,4,0
1,3,0,0,-1,2,0,108,0,5,0
1,3,1,1,-1,2,0,137,0,5,0
1,3,2,2,-1,2,0,44,0,5,0
1,3,3,3,-1,2,0,69,0,5,0
1,3,4,4,-1,2,0,101,0,5,0
1,3,5,5,-1,2,0,53,0,4,0
1,3,6,6,-1,2,0,53,0,5,0
1,3,7,7,-1,2,0,121,0,5,0
1,4,0,0,2,0,1,525,0,0,3
1,4,1,1,7,0,1,693,0,0,4
1,4,2,3,5,0,0,462,0,2,0
1,4,3,4,6,0,1,481,0,0,4
1,5,0,0,-1,2,0,197,0,5,0
1,5,1,1,-1,2,0,150,0,5,0
1,5,2,2,-1,2,0,169,0,5,0
1,5,3,3,-1,2,0,145,0,5,0
1,5,4,4,-1,2,0,173,0,5,0
1,5,5,5,-1,2,0,158,0,5,0
1,5,6,6,-1,2,0,133,0,5,0
1,5,7,7,-1,2,0,145,0,5,0
1,6,0,0,1,0,0,374,0,3,0
1,6,1,2,4,0,0,381,0,4,0
1,6,2,3,6,0,1,342,0,0,4
1,6,3,5,7,0,1,530,0,0,3
1,7,0,0,5,0,0,463,0,4,0
1,7,1,1,6,0,1,325,0,0,5
1,7,2,2,3,0,0,900,1,2,2
1,7,3,4,7,0,0,686,0,3,0
1,8,0,0,6,0,0,631,0,3,0
1,8,1,1,2,0,1,342,0,0,5
1,8,2,3,7,0,1,522,0,0,3
1,8,3,4,5,0,0,342,0,5,0
1,9,0,0,4,0,0,671,0,5,0
1,9,1,1,3,0,1,381,0,0,6
1,9,2,2,5,0,0,401,0,5,0
