seed,round,pvp_round_index,kind,wave_id,seat_a,seat_b,winner,ticks,timeout,survivors_a,survivors_b
3,32,23,0,,5,7,1,748,0,0,2
3,33,24,0,,5,7,1,766,0,0,2
4,1,0,2,wc_wave_01,0,-1,0,76,0,4,0
4,1,0,2,wc_wave_01,1,-1,0,82,0,4,0
4,1,0,2,wc_wave_01,2,-1,0,56,0,4,0
4,1,0,2,wc_wave_01,3,-1,0,35,0,4,0
4,1,0,2,wc_wave_01,4,-1,0,56,0,4,0
4,1,0,2,wc_wave_01,5,-1,0,93,0,4,0
4,1,0,2,wc_wave_01,6,-1,0,78,0,3,0
4,1,0,2,wc_wave_01,7,-1,0,35,0,4,0
4,2,0,2,wc_wave_02,0,-1,0,128,0,4,0
4,2,0,2,wc_wave_02,1,-1,0,99,0,4,0
4,2,0,2,wc_wave_02,2,-1,0,119,0,4,0
4,2,0,2,wc_wave_02,3,-1,0,147,0,4,0
4,2,0,2,wc_wave_02,4,-1,0,73,0,4,0
4,2,0,2,wc_wave_02,5,-1,0,138,0,4,0
4,2,0,2,wc_wave_02,6,-1,0,96,0,4,0
4,2,0,2,wc_wave_02,7,-1,0,117,0,4,0
4,3,0,2,wc_wave_03,0,-1,0,134,0,5,0
4,3,0,2,wc_wave_03,1,-1,0,128,0,5,0
4,3,0,2,wc_wave_03,2,-1,0,117,0,5,0
4,3,0,2,wc_wave_03,3,-1,0,124,0,5,0
4,3,0,2,wc_wave_03,4,-1,0,79,0,5,0
4,3,0,2,wc_wave_03,5,-1,0,174,0,5,0
4,3,0,2,wc_wave_03,6,-1,0,117,0,5,0
4,3,0,2,wc_wave_03,7,-1,0,139,0,5,0
4,4,1,0,,0,1,1,654,0,0,3
4,4,1,0,,2,4,1,619,0,0,2
4,4,1,0,,3,5,0,740,0,5,0
4,4,1,0,,6,7,0,615,0,4,0
4,5,1,2,wc_wave_05,0,-1,0,227,0,5,0
4,5,1,2,wc_wave_05,1,-1,0,190,0,5,0
4,5,1,2,wc_wave_05,2,-1,0,200,0,5,0
4,5,1,2,wc_wave_05,3,-1,0,231,0,5,0
4,5,1,2,wc_wave_05,4,-1,0,161,0,5,0
4,5,1,2,wc_wave_05,5,-1,0,214,0,5,0
4,5,1,2,wc_wave_05,6,-1,0,193,0,5,0
4,5,1,2,wc_wave_05,7,-1,0,227,0,5,0
4,6,2,0,,0,5,0,751,0,3,0
4,6,2,0,,1,4,0,407,0,5,0
4,6,2,0,,2,6,0,564,0,3,0
4,6,2,0,,3,7,1,800,1,1,2
4,7,3,0,,0,4,0,629,0,6,0
4,7,3,0,,1,5,0,773,0,4,0
4,7,3,0,,2,7,0,582,0,4,0
4,7,3,0,,3,6,1,741,0,0,5
4,8,4,0,,0,7,0,800,1,3,2
4,8,4,0,,1,6,0,636,0,6,0
4,8,4,0,,2,3,0,545,0,5,0
4,8,4,0,,4,5,1,622,0,0,5
4,9,5,0,,0,6,0,663,0,4,0
4,9,5,0,,1,7,0,786,0,4,0
4,9,5,0,,2,5,0,603,0,4,0
4,9,5,0,,3,4,0,720,0,2,0
4,10,5,2,wc_wave_10,0,-1,0,409,0,6,0
4,10,5,2,wc_wave_10,1,-1,0,262,0,6,0
4,10,5,2,wc_wave_10,2,-1,0,224,0,6,0
4,10,5,2,wc_wave_10,3,-1,0,267,0,6,0
4,10,5,2,wc_wave_10,4,-1,0,207,0,6,0
4,10,5,2,wc_wave_10,5,-1,0,371,0,5,0
4,10,5,2,wc_wave_10,6,-1,0,381,0,5,0
4,10,5,2,wc_wave_10,7,-1,0,250,0,6,0
4,11,6,0,,0,2,1,800,1,1,2
4,11,6,0,,1,3,0,560,0,5,0
4,11,6,0,,4,6,0,629,0,4,0
4,11,6,0,,5,7,1,734,0,0,4
4,12,7,0,,0,3,0,734,0,4,0
4,12,7,0,,1,2,0,800,1,1,1
4,12,7,0,,4,7,1,672,0,0,1
4,12,7,0,,5,6,1,800,1,2,2
4,13,8,0,,0,7,0,800,1,2,1
4,13,8,0,,1,5,0,569,0,6,0
4,13,8,0,,2,4,0,725,0,1,0
4,13,8,0,,3,6,1,579,0,0,5
4,14,9,0,,0,3,0,800,1,3,1
4,14,9,0,,1,6,0,800,1,2,2
4,14,9,0,,2,5,0,722,0,4,0
4,14,9,0,,4,7,1,546,0,0,3
4,15,9,2,wc_wave_15,0,-1,0,275,0,6,0
4,15,9,2,wc_wave_15,1,-1,0,293,0,6,0
4,15,9,2,wc_wave_15,2,-1,0,348,0,5,0
4,15,9,2,wc_wave_15,3,-1,0,394,0,4,0
4,15,9,2,wc_wave_15,4,-1,0,248,0,5,0
4,15,9,2,wc_wave_15,5,-1,0,346,0,5,0
4,15,9,2,wc_wave_15,6,-1,0,319,0,5,0
4,15,9,2,wc_wave_15,7,-1,0,273,0,5,0
4,16,10,0,,0,4,0,599,0,4,0
4,16,10,0,,1,2,0,800,1,2,1
4,16,10,0,,3,5,1,530,0,0,5
4,16,10,0,,6,7,0,697,0,2,0
4,17,11,0,,0,5,0,800,1,2,2
4,17,11,0,,1,3,0,479,0,6,0
4,17,11,0,,2,7,0,800,1,3,1
4,17,11,0,,4,6,1,582,0,0,3
4,18,12,0,,0,4,0,800,1,2,1
4,18,12,0,,1,7,0,618,0,4,0
4,18,12,0,,2,6,0,800,1,3,1
4,19,13,1,,1,0,0,800,1,3,2
4,19,13,0,,0,2,1,687,0,0,5
4,19,13,0,,6,7,0,735,0,2,0
4,20,13,2,wc_wave_20,0,-1,0,465,0,2,0
4,20,13,2,wc_wave_20,1,-1,0,517,0,2,0
4,20,13,2,wc_wave_20,2,-1,0,556,0,3,0
4,20,13,2,wc_wave_20,6,-1,1,611,0,0,1
4,20,13,2,wc_wave_20,7,-1,1,604,0,0,1
4,21,14,0,,0,6,1,751,0,0,5
4,21,14,0,,1,2,1,800,1,1,4
4,22,15,0,,0,2,1,664,0,0,6
4,22,15,0,,1,6,1,661,0,0,5
4,23,16,0,,0,1,1,800,1,1,3
4,23,16,0,,2,6,1,800,1,2,3
4,24,17,0,,0,6,1,800,1,2,4
4,24,17,0,,1,2,1,800,1,1,4
4,25,17,2,wc_wave_25,1,-1,0,625,0,3,0
4,25,17,2,wc_wave_25,2,-1,1,775,0,0,2
4,25,17,2,wc_wave_25,6,-1,0,610,0,3,0
4,26,18,1,,6,2,0,800,1,4,1
4,26,18,0,,1,2,1,800,1,1,3
4,27,19,1,,2,6,0,800,1,4,2
4,27,19,0,,1,6,1,767,0,0,3
4,28,20,1,,6,1,0,800,1,3,1
4,28,20,0,,1,2,1,800,1,2,3
4,29,21,1,,1,6,0,800,1,2,3
4,29,21,0,,2,6,0,800,1,2,2
4,30,21,2,wc_wave_30,1,-1,1,487,0,0,4
4,30,21,2,wc_wave_30,2,-1,1,638,0,0,2
4,30,21,2,wc_wave_30,6,-1,1,655,0,0,2
4,31,22,0,,2,6,1,800,1,1,2
4,32,23,0,,2,6,1,800,1,3,2
4,33,24,0,,2,6,0,800,1,3,2
4,34,25,0,,2,6,1,800,1,2,2
4,35,25,2,wc_wave_35,2,-1,0,695,0,5,0
4,35,25,2,wc_wave_35,6,-1,0,800,1,3,1
4,36,26,0,,2,6,0,800,1,3,2
5,1,0,2,wc_wave_01,0,-1,0,85,0,3,0
5,1,0,2,wc_wave_01,1,-1,0,83,0,4,0
5,1,0,2,wc_wave_01,2,-1,0,84,0,4,0
5,1,0,2,wc_wave_01,3,-1,0,34,0,4,0
5,1,0,2,wc_wave_01,4,-1,0,85,0,4,0
5,1,0,2,wc_wave_01,5,-1,0,81,0,4,0
5,1,0,2,wc_wave_01,6,-1,0,58,0,4,0
5,1,0,2,wc_wave_01,7,-1,0,102,0,4,0
5,2,0,2,wc_wave_02,0,-1,0,96,0,4,0
5,2,0,2,wc_wave_02,1,-1,0,99,0,4,0
5,2,0,2,wc_wave_02,2,-1,0,182,0,4,0
